SKU;Item Name;Brand;availability;SOH;Invoice Price ex GST;RRP Inc GST;Barcode;Shipping_Weight (Kg);Shipping_Length (Cm);Shipping_Width (Cm);Shipping_Height (Cm);Image_Link
TW-1907;Twelve South StayGo USB-C Hub with 1M Cable;TwelveSouth;in stock;11;101,73;179,99;8,11E+11;0;2,54;12;18;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1597996087/uploads/624cebf8/products/1277/images/12-1907_3_1597996086.jpg
TW-1809;Twelve South PowerPic (Black);TwelveSouth;in stock;1;65,21;99,99;8,11E+11;0;19,685;24,765;6,35;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/996/images/331e216c9528e955755eac0c65f0111eaa4b5ead.jpg
TW-1811;Twelve South HiRise Wireless;TwelveSouth;in stock;1;84,78;149,99;8,11E+11;0;1,04;1,04;1,4;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1222/images/12-1811_1.jpg
TW-1915;Twelve South Curve for MacBook (White);TwelveSouth;in stock;17;56,52;99,99;8,11E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1597996069/uploads/624cebf8/products/1705/images/12-1915_03_1586133750_1597996068.jpg
TW-1701;Twelve South ActionSleeve for Apple Watch 3/2/1 (Black);TwelveSouth;in stock;15;28,26;49,99;8,11E+11;0;3,175;10,236;17,805;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/550/images/open-uri20180917-4508-151flfj.jpg
TW-1702;Twelve South ActionSleeve for Apple Watch 42-S (Black);TwelveSouth;in stock;16;28,26;49,99;8,11E+11;0;3,175;10,236;17,805;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/551/images/open-uri20180917-4508-1ylaol3.jpg
TW-1703;Twelve South ActionSleeve for Apple Watch 42-L (Black);TwelveSouth;in stock;3;28,26;49,99;8,11E+11;0;3,175;10,236;17,805;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/552/images/open-uri20180917-4508-smc4vy.jpg
TW-1734;Twelve South BookBook for iPhone X/XS (Brown);TwelveSouth;in stock;28;50,86;89,99;8,11E+11;0;3,175;10,795;17,78;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/555/images/open-uri20180917-4508-2iw8vc.jpg
TW-1735;Twelve South BookBook for iPhone X/XS (Black);TwelveSouth;in stock;33;50,86;89,99;8,11E+11;0;3,175;10,795;17,78;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/556/images/open-uri20180917-4508-6npsun.jpg
TW-1744;Twelve South Journal for iPhone X/XS (Cognac);TwelveSouth;in stock;16;45,21;79,99;8,11E+11;0;3,175;10,795;17,78;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/559/images/open-uri20180917-4508-19xuxse.jpg
TW-1662;Twelve South Journal for iPhone 8/7/6/6S/SE (Gen 2) (Brown);TwelveSouth;in stock;17;45,21;79,99;8,11E+11;0;3,175;10,795;17,78;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/546/images/open-uri20180917-4508-zusd1r.jpg
TW-1660;Twelve South BookBook for iPhone 6+/6S+/7+/8+ (Brown);TwelveSouth;in stock;12;50,86;89,99;8,11E+11;0;3,175;10,795;17,78;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/544/images/open-uri20180917-4508-11c4q1b.jpg
TW-1664;Twelve South Journal for iPhone 6+/6S+/7+/8+ (Brown);TwelveSouth;in stock;1;45,21;79,99;8,11E+11;0;3,175;10,795;17,78;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/548/images/open-uri20180917-4508-mcwsev.jpg
TW-1665;Twelve South Journal for iPhone 6+/6S+/7+/8+ (Black);TwelveSouth;in stock;2;45,21;79,99;8,11E+11;0;3,175;10,795;17,78;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/549/images/open-uri20180917-4508-me4s13.jpg
TW-1967;Twelve South AirSnap for AirPods Pro (Black);TwelveSouth;out of stock;0;39,56;69,99;8,11E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1583377473/uploads/624cebf8/products/1688/images/12-1967_1_1583377285_1583377473.jpg
TW-1969;Twelve South AirSnap for AirPods Pro (Blue);TwelveSouth;in stock;42;39,56;69,99;8,11E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1583377494/uploads/624cebf8/products/1690/images/12-1969_1_1583377313_1583377494.jpg
TW-2012;"Twelve South BookBook Case Vol. 2 for iPad Pro 11""";TwelveSouth;out of stock;0;73,47;129,99;8,11E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1610671539/uploads/624cebf8/products/3172/images/nlwqes3nriakj6zbpkjf_1610671538.jpg
TW-2013;"Twelve South BookBook Case Vol. 2 for iPad Pro 12.9""";TwelveSouth;in stock;0;90,43;159,99;8,11E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1610671898/uploads/624cebf8/products/3173/images/qqez83qgzwcpz3fbswuy_1610671897.jpg
TW-2014;"Twelve South BookBook Cover for 11"" iPad + Keyboard";TwelveSouth;out of stock;0;67,82;119,99;8,11E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1610672254/uploads/624cebf8/products/3174/images/12-2012_13_01_1606169433_1610672254.jpg
TW-2015;"Twelve South BookBook Cover for 12"" iPad + Keyboard";TwelveSouth;out of stock;0;84,78;149,99;8,11E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1610672459/uploads/624cebf8/products/3175/images/12-2014_01_1606174566_1610672458.jpg
TW-2026;Twelve South BookBook for iPhone 12 Mini (Brown);TwelveSouth;in stock;0;50,86;89,99;8,11E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1611023440/uploads/624cebf8/products/3176/images/12-2026_2_1605597371_1611023439.jpg
TW-2028;Twelve South BookBook for iPhone 12 / 12 Pro (Brown);TwelveSouth;out of stock;0;50,86;89,99;8,11E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1611023449/uploads/624cebf8/products/3177/images/12-2028_2_1605740280_1611023448.jpg
TW-2032;Twelve South BookBook for iPhone 12 Pro Max (Brown);TwelveSouth;out of stock;0;50,86;89,99;8,11E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1611023614/uploads/624cebf8/products/3178/images/12-2032_1_1605597643_1611023613.jpg
TW-1629;"Twelve South BookBook for iPad Pro 9.7"" (Rutledge)";TwelveSouth;in stock;5;90,43;159,99;8,11E+11;0;2,21;25,4;20,32;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/521/images/open-uri20180917-4508-1jykrtt.jpg
TW-1222;Twelve South HiRise for MacBook;TwelveSouth;in stock;27;67,82;119,99;8,11E+11;0;27,94;10,795;25,4;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1597991611/uploads/624cebf8/products/502/images/open-uri20180917-4508-h02vzh_1597991611.jpg
TW-1420;Twelve South BookArc for Mac Pro (Silver) (Silver);TwelveSouth;in stock;1;56,52;99,99;8,11E+11;0;19,685;16,764;6,35;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/510/images/open-uri20180917-4508-1c4jkpe.jpg
TW-1708;Twelve South Curve for MacBook (Black);TwelveSouth;out of stock;0;56,52;99,99;8,11E+11;0;24,13;15,24;27,94;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1597996057/uploads/624cebf8/products/553/images/12-1708_2_1586133551_1597996056.jpg
TW-1805;Twelve South Compass Pro Folding Stand;TwelveSouth;in stock;26;62,17;109,99;8,11E+11;0;22,3;6,7;3,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/998/images/efd522d7938d8b186075c5c64580851cc8d6896c.jpg
TW-1835;Twelve South Curve Riser for iMac & Displays;TwelveSouth;out of stock;0;90,43;159,99;8,11E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1600744964/uploads/624cebf8/products/2362/images/12-1835_01_1594254349_1600744964.jpg
TW-2005;Twelve South BookArc for MacBook/Pro w USB-C (Space Grey);TwelveSouth;out of stock;0;56,52;99,99;8,11E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1594349257/uploads/624cebf8/products/2518/images/12-2005_01_1594264378_1594349257.jpg
TW-2016;Twelve South ParcSlope for MacBook & iPad;TwelveSouth;out of stock;0;56,52;99,99;81137023335;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1612143758/uploads/624cebf8/products/2807/images/12-2016_01_1612143487_1612143757.jpg
TW-2021;Twelvesouth HoverBar Duo for iPad;TwelveSouth;out of stock;0;90,43;159,99;8,11E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1611522218/uploads/624cebf8/products/3074/images/um2wtk9fht2zxfz9vdqs_1611522217.jpg
TW-1914;Twelve South AirFly Duo;TwelveSouth;in stock;1056;39,56;69,99;8,11E+11;0;3,18;8,26;13,34;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1597996309/uploads/624cebf8/products/1505/images/12-1914_01_1569877244_1597996309.jpg
TW-1911;Twelve South AirFly Pro;TwelveSouth;in stock;1145;50,86;89,99;8,11E+11;0;3,18;8,26;13,34;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1597996333/uploads/624cebf8/products/1506/images/12-1911_01_1569877498_1597996332.jpg
TW-1912;Twelve South AirFly USB-C;TwelveSouth;in stock;148;62,17;109,99;8,11E+11;0;3,18;8,26;13,34;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1597996346/uploads/624cebf8/products/1507/images/12-1912_1_1574817401_1597996346.jpg
TW-1806;"Twelve South Journal for 13"" MacBook Pro USB-C (Cognac)";TwelveSouth;in stock;9;163,04;249,99;8,11E+11;0;32,0676;24,4475;2,54;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1400/images/12-1806_1.jpg
TW-1808;Twelve South Journal CaddySack (Cognac);TwelveSouth;in stock;7;90,43;159,99;8,11E+11;0;25,73;-13,97;3,81;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1017/images/Screen_Shot_2018-11-30_at_11.45.27_AM.jpg
TW-1745;Twelve South BackPack 3 (Black);TwelveSouth;in stock;5;33,91;59,99;8,11E+11;0;10,795;2,54;19,05;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1589853994/uploads/624cebf8/products/560/images/12-1745_1_1589853445_1589853994.jpg
TW-1906;"Twelve South BookBook for 12.9"" iPad Pro (brown)";TwelveSouth;in stock;6;90,43;159,99;8,11E+11;0;30,48;24,13;1,9;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1224/images/12-1905_1.jpg
TW-1706;Twelve South PlugBug Duo;TwelveSouth;in stock;11;56,52;99,99;8,11E+11;0;19,05;5,08;13,335;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1209/images/12S_PlugBugDuo_Hero_Child_2_grande_8670f9e4-3707-440e-83d9-217790e9887b_1024x1024.jpg
TW-1633;Twelve South MagicBridge;TwelveSouth;in stock;3;33,91;59,99;8,11E+11;0;12,7;45,72;2,223;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/523/images/open-uri20180917-4508-6vpm9s.jpg
TW-1807;"Twelve South Journal for 15"" MacBook Pro USB-C (Cognac)";TwelveSouth;in stock;14;163,04;249,99;8,11E+11;0;36,5126;26,0351;2,54;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1401/images/12-1807_1.jpg
TW-1815;Twelve South BookBook for iPhone XR (Brown);TwelveSouth;in stock;8;50,86;89,99;8,11E+11;0;17,78;10,795;3,175;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/818/images/12-1734_1.jpg
TW-1816;Twelve South BookBook for iPhone XR (Black);TwelveSouth;in stock;31;50,86;89,99;8,11E+11;0;17,78;10,795;3,175;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/819/images/12-1735_1.jpg
TW-1819;Twelve South Journal for iPhone XR (Cognac);TwelveSouth;in stock;17;45,21;79,99;8,11E+11;0;17,78;10,795;3,175;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/822/images/12-1744_1.jpg
TW-1820;Twelve South Journal for iPhone XR (Black);TwelveSouth;in stock;15;45,21;79,99;8,11E+11;0;17,78;10,795;3,175;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/823/images/12-1743_1.jpg
TW-1817;Twelve South Journal for iPhone XS Max (Cognac);TwelveSouth;in stock;13;45,21;79,99;8,11E+11;0;17,78;10,795;3,175;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/820/images/12-1744_1.jpg
TW-1818;Twelve South Journal for iPhone XS Max (Black);TwelveSouth;in stock;14;45,21;79,99;8,11E+11;0;17,78;10,795;3,175;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/821/images/12-1743_1.jpg
TW-1812;Twelve South BookBook for iPhone XS Max (Brown);TwelveSouth;in stock;8;50,86;89,99;8,11E+11;0;17,78;10,795;3,175;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/816/images/12-1734_1.jpg
TW-1814;Twelve South BookBook for iPhone XS Max (Black);TwelveSouth;in stock;20;50,86;89,99;8,11E+11;0;17,78;10,795;3,175;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/817/images/12-1735_1.jpg
24-1616;Twelve South Inspire Mac Candle No 2;TwelveSouth;in stock;5;39,56;69,99;8,11E+11;0;12,065;13,97;20,32;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/562/images/open-uri20180917-4508-ibi0cr.jpg
TW-1637;Twelve South Fermata Intl Headphone Charging Stand (Black);TwelveSouth;out of stock;0;73,47;129,99;8,11E+11;0;26,67;9,525;17,018;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/526/images/open-uri20180917-4508-ua13cp.jpg
TW-1717;Twelve South CableSnap 3pk (Cognac);TwelveSouth;in stock;6;16,95;29,99;8,11E+11;0;1,27;6,668;19,685;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/554/images/12-1717_1.jpg
TW-1905;"Twelve South BookBook for 11"" iPad Pro (brown)";TwelveSouth;in stock;4;73,47;129,99;8,11E+11;0;27,31;20,32;2;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1223/images/12-1905_1.jpg
TW-1924;Twelve South BookBook for iPad Mini 5 (Brown);TwelveSouth;in stock;19;56,52;99,99;8,11E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1584248437/uploads/624cebf8/products/1749/images/12-1924_2_1584075750_1584248436.jpg
TW-1802;Twelve South AirSnap for AirPods (Black);TwelveSouth;out of stock;0;33,91;59,99;8,11E+11;0;3,175;8,255;13,3;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1205/images/12S_AirSnap_Black_Child_1024x1024_ce6b113d-0d58-41a7-8ab1-e4880d11c0d6.jpg
TW-1804;Twelve South AirSnap for AirPods (Teal);TwelveSouth;in stock;16;33,91;59,99;8,11E+11;0;3,175;8,255;13,3;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1207/images/12S_AirSnap_Teal_Child_1024x1024_9e628665-36ee-48ab-9fc8-3c900964f8de.jpg
TW-1916;Twelve South AirSnap for AirPods (Smoke Grey);TwelveSouth;in stock;89;28,26;49,99;8,11E+11;0;3,175;8,255;13,3;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1388/images/81-FtBm1YcL._SX425_.jpg
TW-1917;Twelve South AirSnap for AirPods (Fog Grey);TwelveSouth;in stock;44;28,24;49,99;8,11E+11;0;3,175;8,255;13,3;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1389/images/AirSnap_fog_Twill_hero_1024x1024.jpg
TW-1929;Twelve South BookBook for iPhone 11 (Black);TwelveSouth;in stock;29;50,86;89,99;8,11E+11;0;17,78;10,8;3,18;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1568961233/uploads/624cebf8/products/1481/images/12-1929_1_1024x1024_1568961191.jpg
TW-1928;Twelve South BookBook for iPhone 11 (Brown);TwelveSouth;in stock;32;50,86;89,99;8,11E+11;0;17,78;10,8;3,18;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1568961280/uploads/624cebf8/products/1482/images/12-1928_1_1024x1024_1568961238.jpg
TW-1927;Twelve South BookBook for iPhone 11 Pro (Black);TwelveSouth;in stock;37;50,86;89,99;8,11E+11;0;17,78;10,8;3,18;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1568961438/uploads/624cebf8/products/1483/images/12-1927_1_1024x1024_1568961395.jpg
TW-1926;Twelve South BookBook for iPhone 11 Pro (Brown);TwelveSouth;in stock;47;50,86;89,99;8,11E+11;0;17,78;10,8;3,18;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1568961415/uploads/624cebf8/products/1484/images/12-1926_1_1024x1024_1568961372.jpg
TW-1931;Twelve South BookBook for iPhone 11 Pro Max (Black);TwelveSouth;in stock;37;50,86;89,99;8,11E+11;0;17,78;10,8;3,18;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1568961497/uploads/624cebf8/products/1485/images/12-1931_1_1024x1024_1568961455.jpg
TW-1930;Twelve South BookBook for iPhone 11 Pro Max (Brown);TwelveSouth;in stock;29;50,86;89,99;8,11E+11;0;17,78;10,8;3,18;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1568961542/uploads/624cebf8/products/1486/images/12-1930_1_1024x1024_1568961500.jpg
